"receita";"uniorcam";"orcado";"arrecadado";"recurso_vinculado";"especificacao";"tipo_nivel";"nivel";"caracteristica_peculiar_receita";"previsao_atualizada";"complemento_recurso_vinculado";"exercicio_base"
"00000299000110202000";"0201";0;184,81;1204;"REND. PATRULHA AGRICOLA CONV852132/2017 SICONV903732017 CR1044846-23MAPA RV1204";"A";8;0;0;NA;2018
"00000299000110203000";"0201";0;1334,41;1204;"POUP PATRULHA AGRICOLA CONV852132/2017 SICONV903732017 CR1044846-23MAPA RV1204";"A";8;0;0;NA;2018
"00000299000110204000";"0201";0;280,76;1200;"REND. PAVIMENTACAO URBANA SICONV CONV829118/2016 PROP6878/2016 RV1200";"A";8;0;0;NA;2018
"00000299000110205000";"0201";0;1215,69;1200;"POUP PAVIMENTACAO URBANA SICONV CONV829118/2016 PROP6878/2016 RV1200";"A";8;0;0;NA;2018
"00000299000110206000";"0201";0;35,79;4505;"REND. ORGANIZACAO FARMACIA BLOCO INVESTIMENTO RV 4505";"A";8;0;0;NA;2018
"00000700000000000000";"0201";1734541,34;2311724,14;0;"Receitas Correntes Intraorcamentarias";"S";1;0;1734541,34;NA;2018
"00000720000000000000";"0201";1734541,34;2311724,14;0;"Contribuicoes";"S";2;0;1734541,34;NA;2018
"00000721000000000000";"0201";1734541,34;2311724,14;0;"Contribuicoes Sociais";"S";3;0;1734541,34;NA;2018
"00000721004000000000";"0201";833940;1115359,83;0;"Contribuicao para o Regime Proprio de Previdencia Social - RPPS";"S";5;0;833940;NA;2018
"00000721004100000000";"0201";833940;1115359,83;0;"Contribuicao Patronal de Servidor Ativo Civil para o RPPS";"S";6;0;833940;NA;2018
"00000721004110000000";"0201";833940;1114973,45;0;"Contribuicao Patronal de Servidor Ativo Civil para o RPPS - Principal";"S";6;0;833940;NA;2018
"00000721004110100000";"1201";833940;985326,45;50;"NORMAL- CONTRIBUICAO PATRONAL DE SERVIDOR ATIVO CIVIL";"A";7;0;833940;NA;2018
"00000721004110200000";"1201";0;129647;50;"CONTRIBUICAO AO RPPS PARCELADA";"A";7;0;0;NA;2018
"00000721004120000000";"1201";0;386,38;50;"Contribuicao Patronal de Servidor Ativo Civil para o RPPS - Multas e Juros";"A";6;0;0;NA;2018
"00000721800000000000";"0201";900601,34;1196364,31;0;"Contribuicoes Sociais especificas de Estados, DF, Municipios";"S";4;0;900601,34;NA;2018
"00000721801000000000";"0201";900601,34;1196364,31;0;"Contribuicoes para o Regime Proprio de Previdencia Social - RPPS de Estados/DF/Municipios";"S";5;0;900601,34;NA;2018
"00000721801100000000";"0201";900601,34;1196364,31;0;"Contribuicao Previdenciaria para Amortizacao do Deficit Atuarial";"S";6;0;900601,34;NA;2018
"00000721801110000000";"1201";900601,34;1196364,31;50;"SUPLEMENTAR- AMORTIZACAO DO PASSIVO ATUARIAL - ALIQUOTA SUPLEMENTAR";"A";6;0;900601,34;NA;2018
"00000800000000000000";"0201";130000;0;0;"Receitas de Capital Intraorcamentarias";"S";1;0;130000;NA;2018
"00000830000000000000";"0201";130000;0;0;"Amortizacao de Emprestimos";"S";2;0;130000;NA;2018
"00000830006000000000";"0201";130000;0;0;"Amortizacao de Emprestimos Contratuais";"S";5;0;130000;NA;2018
"00000830006100000000";"0201";130000;0;0;"Amortizacao de Emprestimos Contratuais";"S";6;0;130000;NA;2018
"00000830006110000000";"1201";130000;0;50;"AMORTIZACAO DA DIVIDA DO EXECUTIVO PARCELADA";"A";6;0;130000;NA;2018
"00000900000000000000";"0201";-3276818,17;-3888651,84;0;"(R) Deducoes da Receita";"S";1;0;-3276818,17;NA;2018
"00000910000000000000";"0201";-3276818,17;-3855282,62;0;"(R) Deducao das Receitas Correntes";"S";2;0;-3276818,17;NA;2018
"00000911000000000000";"0201";-34321,17;-81400,17;0;"(R) Deducoes da Receita de Impostos, Taxas e Contribuicoes de Melhoria";"S";3;0;-34321,17;NA;2018
"00000911100000000000";"0201";-34321,17;-81400,17;0;"(R) Deducoes da Receita de Impostos";"S";4;0;-34321,17;NA;2018
"00000911120000000000";"0201";0;-16395,58;0;"(R)Impostos sobre o Patrimonio";"S";5;0;0;NA;2018
"00000911120100000000";"0201";0;-16395,58;0;"Imposto sobre a Propriedade Territorial Rural";"S";6;0;0;NA;2018
"00000911120110000000";"0201";0;-16395,58;0;"Imposto sobre a Propriedade Territorial Rural - Municipios Conveniados";"S";6;0;0;NA;2018
"00000911120111000000";"0201";0;-16395,58;0;"Imposto sobre a Propriedade Territorial Rural - Municipios Conveniados - Principal";"S";7;0;0;NA;2018
"00000911120111040000";"0201";0;-16395,58;31;"(R) Deducao da Receita para Formacao do FUNDEB - ITR";"A";8;105;0;NA;2018
"00000911180000000000";"0201";-34321,17;-65004,59;0;"(R) Deducoes da Receita de Impostos Especificos de Estados/DF Municipios";"S";5;0;-34321,17;NA;2018
"00000911180100000000";"0201";-34321,17;-65004,59;0;"(R) Deducao das Receitas de Impostos sobre o Patrimonio para Estados/DF Municipios";"S";6;0;-34321,17;NA;2018
"00000911180110000000";"0201";-34321,17;-62004,59;0;"(R) Deducao da REceita de Imposto sobre a Propriedade Predial e Territorial Urbana";"S";6;0;-34321,17;NA;2018
"00000911180111000000";"0201";-34321,17;-62004,59;0;"(R) Imposto sobre a Propriedade Predial e Territorial Urbana";"S";7;0;-34321,17;NA;2018
"00000911180111010000";"0201";-20592,7;-37201,28;1;"(R) IPTU - PROPRIO";"A";8;103;-20592,7;NA;2018
"00000911180111020000";"0201";-8580,29;-15502,3;20;"(R) IPTU - MDE";"A";8;103;-8580,29;NA;2018
"00000911180111030000";"0201";-5148,18;-9301,01;40;"(R) IPTU - ASPS";"A";8;103;-5148,18;NA;2018
"00000911180140000000";"0201";0;-3000;0;"(R)Imposto sobre Transmissao “Inter Vivos” de Bens Imoveis e de Direitos Reais sobre Imoveis";"S";6;0;0;NA;2018
"00000911180141000000";"0201";0;-3000;0;"(R)Imposto sobre Transmissao “Inter Vivos” de Bens Imoveis e de Direitos Reais sobre Imoveis - Prin";"S";7;0;0;NA;2018
"00000911180141010000";"0201";0;-1800;1;"(R)ITBI - Principal - PROPRIO";"A";8;102;0;NA;2018
"00000911180141020000";"0201";0;-750;20;"(R)ITBI - Principal - MDE";"A";8;102;0;NA;2018
"00000911180141030000";"0201";0;-450;40;"(R)ITBI - Principal - ASPS";"A";8;102;0;NA;2018
"00000913000000000000";"0201";0;-514598,81;0;"(R)Receita Patrimonial";"S";3;0;0;NA;2018
"00000913200000000000";"0201";0;-514598,81;0;"(R)Valores Mobiliarios";"S";4;0;0;NA;2018
"00000913210000000000";"0201";0;-514598,81;0;"(R)Juros e Correcoes Monetarias";"S";5;0;0;NA;2018
"00000913210010000000";"0201";0;-1836,62;0;"(R)Remuneracao de Depositos Bancarios";"S";6;0;0;NA;2018
"00000913210011000000";"0201";0;-1836,62;0;"(R)Remuneracao de Depositos Bancarios - Principal";"S";7;0;0;NA;2018
"00000913210011010000";"0201";0;-1836,62;0;"(R)Remuneracao de Depositos de Recursos Vinculados - Principal";"S";8;0;0;NA;2018
"00000913210011010800";"0201";0;-41,56;0;"(R)Remuneracao de Depositos  Bancarios de Recursos Vinculados - Fundo Nacional de Desenvolvimento d";"S";8;0;0;NA;2018
"00000913210011010804";"0201";0;-41,56;1017;"(R)Rendimentos PEATERS RV1017";"A";8;109;0;NA;2018
"00000913210011010900";"0201";0;-161,67;0;"(R)Remuneracao de Depositos  Bancarios de Recursos Vinculados - Fundo de Assistencia Social do Serv";"S";8;0;0;NA;2018
"00000913210011010908";"0201";0;-161,67;1202;"(R)Rend Poup Trator Agricola SICONV 034964/2016 RV1202";"A";8;109;0;NA;2018
"00000913210011019900";"0201";0;-1633,39;0;"(R)Remuneracao de Outros Depositos  Bancarios de Recursos Vinculados - Principal";"S";8;0;0;NA;2018
"00000913210011019903";"0201";0;-1593,59;1039;"(R)Rendimentos Poupanca Pavim. Esq. Budel CR101314607/2013 RV1039";"A";8;108;0;NA;2018
"00000913210011019904";"0201";0;-39,8;1024;"(R)Rend. Poup. Revit. Praca Joao Saffi RV1024";"A";8;109;0;NA;2018
"00000913210040000000";"0201";0;-512762,19;0;"(R)Remuneracao dos Recursos do Regime Proprio de Previdencia Social - RPPS";"S";6;0;0;NA;2018
"00000913210041000000";"1201";0;-512762,19;0;"(R)Remuneracao dos Recursos do Regime Proprio de Previdencia Social - RPPS - Principal";"S";7;0;0;NA;2018
"00000913210041010000";"1201";0;-147746,91;50;"(R)FPSM BB PREVID RF IMA-B TIT PUBL FI";"A";8;109;0;NA;2018
"00000913210041020000";"1201";0;-168040,08;50;"(R)FPSM BB RF IMAB 5+";"A";8;109;0;NA;2018
"00000913210041030000";"1201";0;-54473,24;50;"(R)FPSM CEF NOVO BRASIL RF LP";"A";8;109;0;NA;2018
"00000913210041060000";"1201";0;-142501,96;50;"(R)FPSM CEF CAIXA BRASIL 2024 III TP RF";"A";8;109;0;NA;2018
"00000916000000000000";"0201";0;-72;0;"(R)Receita de Servicos";"S";3;0;0;NA;2018
"00000916900000000000";"0201";0;-72;0;"(R)Outros Servicos";"S";4;0;0;NA;2018
"00000916909900000000";"0201";0;-72;0;"(R)Outros Servicos";"S";6;0;0;NA;2018
"00000916909910000000";"0201";0;-72;0;"(R)Outros Servicos";"S";6;0;0;NA;2018
"00000916909911000000";"0201";0;-72;1;"(R)Outros Servicos - Principal";"A";7;109;0;NA;2018
"00000917000000000000";"0201";-3242497;-3259211,64;0;"(R) Deducoes da Receias de Transferencias Correntes";"S";3;0;-3242497;NA;2018
"00000917100000000000";"0201";-1594799,53;-1491723,41;0;"(R) Deducoes das Receitas de Transferencias da Uniao e de suas Entidades";"S";4;0;-1594799,53;NA;2018
"00000917180000000000";"0201";-1594799,53;-1491723,41;0;"(R) Deducoes das Receias de Transferencias da Uniao - Especifica E/M";"S";5;0;-1594799,53;NA;2018
"00000917180100000000";"0201";-1585557,25;-1482671,39;0;"(R) Deducoes das receitas de Participacao na Receita da Uniao";"S";6;0;-1585557,25;NA;2018
"00000917180120000000";"0201";-1565557,25;-1482671,39;0;"(R) Deducao da Cota-Parte do FPM - Mensal";"S";6;0;-1565557,25;NA;2018
"00000917180121000000";"0201";-1565557,25;-1482671,39;0;"(R) Deducoes da Receita do Fundo de Participacao dos Municipios - FPM";"S";7;0;-1565557,25;NA;2018
"00000917180121040000";"0201";-1565557,25;-1482671,39;31;"(R) Deducao da Receita para Formacao do FUNDEB - FPM";"A";8;105;-1565557,25;NA;2018
"00000917180150000000";"0201";-20000;0;0;"(R) Deducao da Cota-Parte do ITR";"S";6;0;-20000;NA;2018
"00000917180151000000";"0201";-20000;0;0;"(R) Deducao da Receita do Imposto sobre a Propriedade Territorial Rural - ITR";"S";7;0;-20000;NA;2018
"00000917180151040000";"0201";-20000;0;31;"(R) Deducao da Receita paraFormacao do FUNDEB - ITR";"A";8;105;-20000;NA;2018
"00000917180600000000";"0201";-9242,28;-9052,02;0;"(R) Deducao do ICMS Desoneracao";"S";6;0;-9242,28;NA;2018
"00000917180610000000";"0201";-9242,28;-9052,02;0;"(R) Deducao da Trasnferencia Financeira do ICMS - Desoneracao";"S";6;0;-9242,28;NA;2018
"00000917180611000000";"0201";-9242,28;-9052,02;0;"(R) Deducao da Receita do ICMS Desoneracao - LC 87/96";"S";7;0;-9242,28;NA;2018
"00000917180611040000";"0201";-9242,28;-9052,02;31;"(R) Deducao da Receita para Formacao do FUNDEB - ICMS Desoneracao";"A";8;105;-9242,28;NA;2018
"00000917200000000000";"0201";-1647697,47;-1767488,23;0;"(R) Deducao das Trasnferencias dos Estados e do DF e de suas Entidades";"S";4;0;-1647697,47;NA;2018
"00000917280000000000";"0201";-1647697,47;-1767488,23;0;"(R) Deducao da Receita de Transferencia do Estado";"S";5;0;-1647697,47;NA;2018
"00000917280100000000";"0201";-1647697,47;-1762488,23;0;"(R) Deducao da Receita de Participacao na Receita do Estado";"S";6;0;-1647697,47;NA;2018
"00000917280110000000";"0201";-1534182,53;-1626271,67;0;"(R) Deducao da Cota-Parte do ICMS";"S";6;0;-1534182,53;NA;2018
"00000917280111000000";"0201";-1534182,53;-1626271,67;0;"(R) Deducao da Receita de ICMS";"S";7;0;-1534182,53;NA;2018
"00000917280111040000";"0201";-1534182,53;-1626271,67;31;"(R) Deducao da Receita para Formacao do FUNDEB - ICMS";"A";8;105;-1534182,53;NA;2018
"00000917280120000000";"0201";-91987,97;-112463,5;0;"(R) Deducao da Cota-Parte do IPVA";"S";6;0;-91987,97;NA;2018
"00000917280121000000";"0201";-91987,97;-112463,5;0;"(R) Deducao da Receita da Cota-Parte do IPVA";"S";7;0;-91987,97;NA;2018
"00000917280121040000";"0201";-91987,97;-112463,5;31;"(R) Deducao da Receita para Formacao do FUNDEB - IPVA";"A";8;105;-91987,97;NA;2018
"00000917280130000000";"0201";-21526,97;-23753,06;0;"(R) Deducao da Cota-Parte do IPI-Municipios";"S";6;0;-21526,97;NA;2018
"00000917280131000000";"0201";-21526,97;-23753,06;0;"(R) Deducao da Receita do IPI/Exportacao";"S";7;0;-21526,97;NA;2018
"00000917280131040000";"0201";-21526,97;-23753,06;31;"(R) Deducao da Receita para Formacao do FUNDEB - IPI/Exportacao";"A";8;105;-21526,97;NA;2018
"00000917281000000000";"0201";0;-5000;0;"(R)Transferencia de Convenios dos Estados e do Distrito Federal e de Suas Entidades";"S";5;0;0;NA;2018
"00000917281020000000";"0201";0;-5000;0;"(R)Transferencias de Convenio dos Estados Destinadas a Programas de Educacao";"S";6;0;0;NA;2018
"00000917281021000000";"0201";0;-5000;0;"(R)Transferencias de Convenio dos Estados Destinadas a Programas de Educacao - Principal";"S";7;0;0;NA;2018
"00000917281021010000";"0201";0;-5000;0;"(R)Transferencias de Convenios para o Transporte Escolar - Principal";"S";8;0;0;NA;2018
"00000917281021010100";"0201";0;-5000;1017;"(R)PEATE RS";"A";8;109;0;NA;2018
"00000920000000000000";"0201";0;-33369,22;0;"( R ) DEDUcoES DA RECEITA DE CAPITAL";"S";2;0;0;NA;2018
"00000924000000000000";"0201";0;-31850;0;"(R)Transferencias de Capital";"S";3;0;0;NA;2018
"00000924100000000000";"0201";0;-31850;0;"(R)Transferencias da Uniao e de suas Entidades";"S";4;0;0;NA;2018
"00000924180000000000";"0201";0;-31850;0;"(R)Transferencias da Uniao";"S";5;0;0;NA;2018
"00000924181000000000";"0201";0;-31850;0;"(R)Transferencia de Convenios da Uniao e de suas Entidades";"S";5;0;0;NA;2018
"00000924181090000000";"0201";0;-31850;0;"(R)Outras Transferencias de Convenios da Uniao";"S";6;0;0;NA;2018
"00000924181091000000";"0201";0;-31850;0;"(R)Outras Transferencias de Convenios da Uniao - Principal";"S";7;0;0;NA;2018
"00000924181091010000";"0201";0;-31850;1204;"(R)PATRULHA AGRICOLA CONV852132/2017 SICONV903732017 CR1044846-23MAPA RV1204";"A";8;109;0;NA;2018
"00000929000000000000";"0201";0;-1519,22;0;"(R)Outras Receitas de Capital";"S";3;0;0;NA;2018
"00000929900000000000";"0201";0;-1519,22;0;"(R)Demais Receitas de Capital";"S";4;0;0;NA;2018
"00000929900010000000";"0201";0;-1519,22;0;"(R)Demais Receitas de Capital";"S";6;0;0;NA;2018
"00000929900011000000";"0201";0;-1519,22;0;"(R)Demais Receitas de Capital - Principal";"S";7;0;0;NA;2018
"00000929900011020000";"0201";0;-1519,22;0;"(R)Remuneracao de Depositos Bancarios - Principal";"S";8;0;0;NA;2018
"00000929900011020200";"0201";0;-184,81;1204;"(R)REND. PATRULHA AGRICOLA CONV852132/2017 SICONV903732017 CR1044846-23MAPA RV1204";"A";8;109;0;NA;2018
"00000929900011020300";"0201";0;-1334,41;1204;"(R)POUP PATRULHA AGRICOLA CONV852132/2017 SICONV903732017 CR1044846-23MAPA RV1204";"A";8;109;0;NA;2018
"00000100000000000000";"0201";29763633,44;31712105,31;0;"Receitas Correntes";"S";1;0;31043680,8;NA;2019
"00000110000000000000";"0201";2554608,77;2729464,6;0;"Impostos, Taxas e Contribuicoes de Melhoria";"S";2;0;2821608,77;NA;2019
"00000111000000000000";"0201";2513580,64;2645325,74;0;"Impostos";"S";3;0;2780580,64;NA;2019
"00000111300000000000";"0201";657713,94;629726,36;0;"Impostos sobre a Renda e Proventos de Qualquer Natureza";"S";4;0;657713,94;NA;2019
"00000111303000000000";"0201";657713,94;629726,36;0;"Imposto sobre a Renda - Retido na Fonte";"S";5;0;657713,94;NA;2019
"00000111303100000000";"0201";657713,94;600228,61;0;"Imposto sobre a Renda - Retido na Fonte - Trabalho";"S";6;0;657713,94;NA;2019
"00000111303110000000";"0201";657713,94;600228,61;0;"Imposto sobre a Renda - Retido na Fonte - Trabalho - Principal";"S";6;0;657713,94;NA;2019
"00000111303110100000";"0201";559990,05;474775,18;0;"IRRF sobre Rendimentos do  Trabalho - Principal  - Ativos/Inativos do Poder Executivo/Indiretas";"S";7;0;559990,05;NA;2019
"00000111303110101000";"0201";335994,03;284865,09;1;"IRRF sobre Rendimentos do  Trabalho - Principal  - Ativos/Inativos do Poder Executivo/Indiretas - PROPRIO";"A";8;0;335994,03;NA;2019
"00000111303110102000";"0201";139997,51;118693,82;20;"IRRF sobre Rendimentos do  Trabalho - Principal  - Ativos/Inativos do Poder Executivo/Indiretas - MDE";"A";8;0;139997,51;NA;2019
"00000111303110103000";"0201";83998,51;71216,27;40;"IRRF sobre Rendimentos do  Trabalho - Principal  - Ativos/Inativos do Poder Executivo/Indiretas- ASPS";"A";8;0;83998,51;NA;2019
"00000111303110200000";"0201";41090,88;40384,85;0;"IRRF sobre Rendimentos do  Trabalho - Principal  - Ativos/Inativos do Poder Legislativo";"S";7;0;41090,88;NA;2019
"00000111303110201000";"0201";24654,53;24230,88;1;"IRRF sobre Rendimentos do  Trabalho - Principal  - Ativos/Inativos do Poder Legislativo - PROPRIO";"A";8;0;24654,53;NA;2019
"00000111303110202000";"0201";10272,72;10096,22;20;"IRRF sobre Rendimentos do  Trabalho - Principal  - Ativos/Inativos do Poder Legislativo - MDE";"A";8;0;10272,72;NA;2019
"00000111303110203000";"0201";6163,63;6057,75;40;"IRRF sobre Rendimentos do  Trabalho - Principal  - Ativos/Inativos do Poder Legislativo - ASPS";"A";8;0;6163,63;NA;2019
"00000111303110300000";"0201";56633,01;85068,58;0;"IRRF sobre Rendimentos do  Trabalho - Principal  - Inativos pagos pelo RPPS";"S";7;0;56633,01;NA;2019
"00000111303110301000";"0201";33979,81;51041,16;1;"IRRF sobre Rendimentos do  Trabalho - Principal  - Inativos pagos pelo RPPS - PROPRIO";"A";8;0;33979,81;NA;2019
"00000111303110302000";"0201";14158,25;21267,14;20;"IRRF sobre Rendimentos do  Trabalho - Principal  - Inativos pagos pelo RPPS - MDE";"A";8;0;14158,25;NA;2019
"00000111303110303000";"0201";8494,95;12760,28;40;"IRRF sobre Rendimentos do  Trabalho - Principal  - Inativos pagos pelo RPPS - ASPS";"A";8;0;8494,95;NA;2019
"00000111303400000000";"0201";0;29497,75;0;"Imposto sobre a Renda - Retido na Fonte - Outros Rendimentos";"S";6;0;0;NA;2019
"00000111303410000000";"0201";0;29497,75;0;"Imposto sobre a Renda - Retido na Fonte - Outros Rendimentos - Principal";"S";6;0;0;NA;2019
"00000111303410100000";"0201";0;29497,75;0;"IRRF - Outros Rendimentos - Principal  - Poder Executivo";"S";7;0;0;NA;2019
"00000111303410101000";"0201";0;17698,63;1;"IRRF - Outros Rendimentos - Principal  - Poder Executivo - PROPRIO";"A";8;0;0;NA;2019
"00000111303410102000";"0201";0;7374,45;20;"IRRF - Outros Rendimentos - Principal  - Poder Executivo - MDE";"A";8;0;0;NA;2019
"00000111303410103000";"0201";0;4424,67;40;"IRRF - Outros Rendimentos - Principal  - Poder Executivo - ASPS";"A";8;0;0;NA;2019
"00000111800000000000";"0201";1855866,7;2015599,38;0;"Impostos Especificos de Estados, DF e Municipios";"S";4;0;2122866,7;NA;2019
"00000111801000000000";"0201";1533194,18;1650776,47;0;"Impostos sobre o Patrimonio para Estados/DF/Municipios";"S";5;0;1800194,18;NA;2019
"00000111801100000000";"0201";533194,18;512568,15;0;"Imposto sobre a Propriedade Predial e Territorial Urbana";"S";6;0;533194,18;NA;2019
"00000111801110000000";"0201";443022,61;410065,7;0;"Imposto sobre a Propriedade Predial e Territorial Urbana - Principal";"S";6;0;443022,61;NA;2019
"00000111801110100000";"0201";265813,57;246036,89;1;"IPTU - Principal  - PROPRIO";"A";7;0;265813,57;NA;2019
"00000111801110200000";"0201";110755,65;102518,42;20;"IPTU - Principal  - MDE";"A";7;0;110755,65;NA;2019
"00000111801110300000";"0201";66453,39;61510,39;40;"IPTU - Principal  - ASPS";"A";7;0;66453,39;NA;2019
"00000111801120000000";"0201";3656,98;3103,92;0;"Imposto sobre a Propriedade Predial e Territorial Urbana - Multas e Juros de Mora";"S";6;0;3656,98;NA;2019
"00000111801120100000";"0201";2194,18;1862,18;1;"IPTU - Multas e Juros de Mora  - PROPRIO";"A";7;0;2194,18;NA;2019
"00000111801120200000";"0201";914,25;776,12;20;"IPTU - Multas e Juros de Mora  - MDE";"A";7;0;914,25;NA;2019
"00000111801120300000";"0201";548,55;465,62;40;"IPTU - Multas e Juros de Mora  - ASPS";"A";7;0;548,55;NA;2019
"00000111801130000000";"0201";63648,13;75215,16;0;"Imposto sobre a Propriedade Predial e Territorial Urbana - Divida Ativa";"S";6;0;63648,13;NA;2019
"00000111801130100000";"0201";38188,88;45127,74;1;"IPTU - Divida Ativa  - PROPRIO";"A";7;0;38188,88;NA;2019
"00000111801130200000";"0201";15912,03;18804,8;20;"IPTU - Divida Ativa  - MDE";"A";7;0;15912,03;NA;2019
"00000111801130300000";"0201";9547,22;11282,62;40;"IPTU - Divida Ativa  - ASPS";"A";7;0;9547,22;NA;2019
"00000111801140000000";"0201";22866,46;24183,37;0;"Imposto sobre a Propriedade Predial e Territorial Urbana - Multas e Juros de Mora da Divida Ativa";"S";6;0;22866,46;NA;2019
"00000111801140100000";"0201";13719,87;14509,44;1;"IPTU - Multas e Juros de Mora da Divida Ativa  - PROPRIO";"A";7;0;13719,87;NA;2019
"00000111801140200000";"0201";5716,62;6046,37;20;"IPTU - Multas e Juros de Mora da Divida Ativa  - MDE";"A";7;0;5716,62;NA;2019
"00000111801140300000";"0201";3429,97;3627,56;40;"IPTU - Multas e Juros de Mora da Divida Ativa  - ASPS";"A";7;0;3429,97;NA;2019
"00000111801400000000";"0201";1e+06;1138208,32;0;"Imposto sobre Transmissao “Inter Vivos” de Bens Imoveis e de Direitos Reais sobre Imoveis";"S";6;0;1267000;NA;2019
"00000111801410000000";"0201";1e+06;1138208,32;0;"Imposto sobre Transmissao “Inter Vivos” de Bens Imoveis e de Direitos Reais sobre Imoveis - Principal";"S";6;0;1267000;NA;2019
"00000111801410100000";"0201";6e+05;682924,99;1;"ITBI - Principal  - PROPRIO";"A";7;0;867000;NA;2019
"00000111801410200000";"0201";250000;284552,08;20;"ITBI - Principal  - MDE";"A";7;0;250000;NA;2019
"00000111801410300000";"0201";150000;170731,25;40;"ITBI - Principal  - ASPS";"A";7;0;150000;NA;2019
"00000111802000000000";"0201";322672,52;364822,91;0;"Impostos sobre a Producao, circulacao de Mercadorias e Servicos";"S";5;0;322672,52;NA;2019
"00000111802300000000";"0201";322672,52;364822,91;0;"Imposto sobre Servicos de Qualquer Natureza";"S";6;0;322672,52;NA;2019
"00000111802310000000";"0201";318998,28;361027,32;0;"Imposto sobre Servicos de Qualquer Natureza - Principal";"S";6;0;318998,28;NA;2019
"00000111802310100000";"0201";191398,97;216615,42;1;"ISS - Principal  - PROPRIO";"A";7;0;191398,97;NA;2019
"00000111802310200000";"0201";79749,57;90257,57;20;"ISS - Principal  - MDE";"A";7;0;79749,57;NA;2019
"00000111802310300000";"0201";47849,74;54154,33;40;"ISS - Principal  - ASPS";"A";7;0;47849,74;NA;2019
"00000111802320000000";"0201";3318,08;2418,42;0;"Imposto sobre Servicos de Qualquer Natureza - Multas e Juros de Mora";"S";6;0;3318,08;NA;2019
"00000111802320100000";"0201";1990,85;1450,99;1;"ISS - Multas e Juros de Mora  - PROPRIO";"A";7;0;1990,85;NA;2019
"00000111802320200000";"0201";829,52;604,65;20;"ISS - Multas e Juros de Mora  - MDE";"A";7;0;829,52;NA;2019
"00000111802320300000";"0201";497,71;362,78;40;"ISS - Multas e Juros de Mora  - ASPS";"A";7;0;497,71;NA;2019
"00000111802330000000";"0201";275,32;958,24;0;"Imposto sobre Servicos de Qualquer Natureza - Divida Ativa";"S";6;0;275,32;NA;2019
"00000111802330100000";"0201";165,19;574,92;1;"ISS - Divida Ativa  - PROPRIO";"A";7;0;165,19;NA;2019
"00000111802330200000";"0201";68,83;239,57;20;"ISS - Divida Ativa  - MDE";"A";7;0;68,83;NA;2019
"00000111802330300000";"0201";41,3;143,75;40;"ISS - Divida Ativa  - ASPS";"A";7;0;41,3;NA;2019
"00000111802340000000";"0201";80,84;418,93;0;"Imposto sobre Servicos de Qualquer Natureza - Multas e Juros de Mora da Divida Ativa";"S";6;0;80,84;NA;2019
"00000111802340100000";"0201";48,5;251,35;1;"ISS - Multas e Juros de Mora da Divida Ativa  - PROPRIO";"A";7;0;48,5;NA;2019
"00000111802340200000";"0201";20,21;104,74;20;"ISS - Multas e Juros de Mora da Divida Ativa  - MDE";"A";7;0;20,21;NA;2019
"00000111802340300000";"0201";12,13;62,84;40;"ISS - Multas e Juros de Mora da Divida Ativa  - ASPS";"A";7;0;12,13;NA;2019
"00000112000000000000";"0201";41028,13;84138,86;0;"Taxas";"S";3;0;41028,13;NA;2019
"00000112200000000000";"0201";0;18768,98;0;"Taxas pela Prestacao de Servicos";"S";4;0;0;NA;2019
"00000112201000000000";"0201";0;18768,98;0;"Taxas pela Prestacao de Servicos";"S";5;0;0;NA;2019
"00000112201100000000";"0201";0;18768,98;0;"Taxas pela Prestacao de Servicos";"S";6;0;0;NA;2019
"00000112201110000000";"0201";0;18751,83;0;"Taxas pela Prestacao de Servicos - Principal";"S";6;0;0;NA;2019
"00000112201110100000";"0201";0;18751,83;1;"Taxa de Expediente - Principal";"A";7;0;0;NA;2019
"00000112201120000000";"0201";0;9,16;0;"Taxas pela Prestacao de Servicos - Multas e Juros de Mora";"S";6;0;0;NA;2019
"00000112201120100000";"0201";0;9,16;1;"Taxa de Expediente - Multa e Juros de Mora";"A";7;0;0;NA;2019
"00000112201130000000";"0201";0;7;0;"Taxas pela Prestacao de Servicos - Divida Ativa";"S";6;0;0;NA;2019
"00000112201130100000";"0201";0;7;1;"Taxa de Expediente - Divida Ativa";"A";7;0;0;NA;2019
"00000112201140000000";"0201";0;0,99;0;"Taxas pela Prestacao de Servicos - Multas e Juros de Mora da Divida Ativa";"S";6;0;0;NA;2019
"00000112201140100000";"0201";0;0,99;1;"Taxa de Expediente - Multa e Juros de Mora da Divida Ativa";"A";7;0;0;NA;2019
"00000112800000000000";"0201";41028,13;65369,88;0;"Taxas - Especificas de Estados, DF e Municipios";"S";4;0;41028,13;NA;2019
"00000112801000000000";"0201";41028,13;65369,88;0;"Taxas de Inspecao, Controle e Fiscalizacao";"S";5;0;41028,13;NA;2019
"00000112801100000000";"0201";5228,32;3528,96;0;"Taxa de Fiscalizacao de Vigilancia Sanitaria";"S";6;0;5228,32;NA;2019
"00000112801110000000";"0201";5228,32;3388;1;"Taxa de Fiscalizacao de Vigilancia Sanitaria - Principal";"A";6;0;5228,32;NA;2019
"00000112801120000000";"0201";0;13,31;1;"Taxa de Fiscalizacao de Vigilancia Sanitaria - Multas e Juros de Mora";"A";6;0;0;NA;2019
"00000112801130000000";"0201";0;112;1;"Taxa de Fiscalizacao de Vigilancia Sanitaria - Divida Ativa";"A";6;0;0;NA;2019
