"conta_contabil";"uniorcam";"saldo_anterior_debito";"saldo_anterior_credito";"movimento_debito";"movimento_credito";"saldo_atual_debito";"saldo_atual_credito";"especificacao";"tipo_nivel";"nivel";"obsoleto1";"escrituracao";"natureza_informacao";"indicador_superavit";"recurso_vinculado";"complemento_recurso_vinculado";"exercicio_base"
"00000812219902020000";"0201";0;3400;3400;0;0;0;"TERMO DE FOMENTO 002/2018 CTG SENTINELA DO RIO GRANDE";"A";8;"F";"S";"C";"P";0;NA;2019
"00000812219902040000";"0201";0;10693;10693;0;0;0;"TERMO DE FOMENTO 004/2018 APAE INDEPENDENCIA FAZENDO ARTE";"A";8;"F";"S";"C";"F";0;NA;2019
"00000812219903000000";"0201";0;0;14093;14093;0;0;"OUTROS INSTRUMENTOS CONGENERES A APROVAR";"S";7;"F";"N";"C";"F";0;NA;2019
"00000812219903020000";"0201";0;0;3400;3400;0;0;"TERMO DE FOMENTO 002/2018 CTG SENTINELA DO RIO GRANDE";"A";8;"F";"S";"C";"P";0;NA;2019
"00000812219903040000";"0201";0;0;10693;10693;0;0;"TERMO DE FOMENTO 004/2018 APAE INDEPENDENCIA FAZENDO ARTE";"A";8;"F";"S";"C";"F";0;NA;2019
"00000812219904000000";"0201";0;0;14093;14093;0;0;"OUTROS INSTRUMENTOS CONGENERES APROVADOS";"S";7;"F";"N";"C";"F";0;NA;2019
"00000812219904020000";"0201";0;0;3400;3400;0;0;"TERMO DE FOMENTO 002/2018 CTG SENTINELA DO RIO GRANDE";"A";8;"F";"S";"C";"P";0;NA;2019
"00000812219904040000";"0201";0;0;10693;10693;0;0;"TERMO DE FOMENTO 004/2018 APAE INDEPENDENCIA FAZENDO ARTE";"A";8;"F";"S";"C";"F";0;NA;2019
"00000812219910000000";"0201";0;0;0;14093;0;14093;"OUTROS INSTRUMENTOS CONGENERES CONCLUIDOS";"S";7;"F";"N";"C";"F";0;NA;2019
"00000812219910020000";"0201";0;0;0;3400;0;3400;"TERMO DE FOMENTO 002/2018 CTG SENTINELA DO RIO GRANDE";"A";8;"F";"S";"C";"P";0;NA;2019
"00000812219910040000";"0201";0;0;0;10693;0;10693;"TERMO DE FOMENTO 004/2018 APAE INDEPENDENCIA FAZENDO ARTE";"A";8;"F";"S";"C";"F";0;NA;2019
"00000812300000000000";"0201";0;1679976,95;10190250,91;9920835,24;0;1410561,28;"EXECUCAO DE OBRIGACOES CONTRATUAIS";"S";4;"F";"N";"C";"F";0;NA;2019
"00000812310000000000";"0201";0;1679976,95;10190250,91;9920835,24;0;1410561,28;"EXECUCAO DE OBRIGACOES -CONSOLIDACAO";"S";5;"F";"N";"C";"F";0;NA;2019
"00000812310200000000";"0201";0;1667357,62;6247135,6;5564104,18;0;984326,2;"CONTRATOS DE SERVICOS";"S";6;"F";"N";"C";"F";0;NA;2019
"00000812310201000000";"0201";0;1667357,62;2783696,34;2100664,92;0;984326,2;"A EXECUTAR";"A";7;"F";"S";"C";"F";0;NA;2019
"00000812310201000000";"1201";0;0;17623,33;17623,33;0;0;"A EXECUTAR";"A";7;"F";"S";"C";"F";0;NA;2019
"00000812310202000000";"0201";0;0;3436592,6;3436592,6;0;0;"EXECUTADOS";"A";7;"F";"S";"C";"F";0;NA;2019
"00000812310202000000";"1201";0;0;9223,33;9223,33;0;0;"EXECUTADOS";"A";7;"F";"S";"C";"F";0;NA;2019
"00000812310400000000";"0201";0;12619,33;3260335,55;3511179,55;0;263463,33;"CONTRATOS DE FORNECIMENTO DE BENS";"S";6;"F";"N";"C";"F";0;NA;2019
"00000812310401000000";"0201";0;12619,33;1653528,88;1904372,88;0;263463,33;"A EXECUTAR";"A";7;"F";"S";"C";"F";0;NA;2019
"00000812310402000000";"0201";0;0;1606806,67;1606806,67;0;0;"EXECUTADOS";"A";7;"F";"S";"C";"F";0;NA;2019
"00000812319900000000";"0201";0;0;682779,76;845551,51;0;162771,75;"OUTRAS OBRIGACOES CONTRATUAIS";"S";6;"F";"N";"C";"F";0;NA;2019
"00000812319901000000";"0201";0;0;388112,98;550884,73;0;162771,75;"OUTRAS OBRIGACOES CONTRATUAIS - A EXECUTAR";"A";7;"F";"S";"C";"F";0;NA;2019
"00000812319903000000";"0201";0;0;294666,78;294666,78;0;0;"OUTRAS OBRIGACOES CONTRATUAIS - EXECUTADOS";"A";7;"F";"S";"C";"F";0;NA;2019
"00000812900000000000";"0201";0;457213,03;673635;402173,15;0;185751,18;"EXECUCAO DE OUTROS ATOS POTENCIAIS PASSIVOS";"S";4;"F";"N";"C";"F";0;NA;2019
"00000812910000000000";"0201";0;457213,03;673635;402173,15;0;185751,18;"EXECUCAO DE OUTROS ATOS POTENCIAIS PASSIVOS - CONSOLIDACAO";"S";5;"F";"N";"C";"F";0;NA;2019
"00000812910100000000";"0201";0;411247,27;441918,06;216421,97;0;185751,18;"BENEFICIARIOS DE SENTENCAS JUDICIAIS INCLUIDAS NO ORCAMENTO";"S";6;"F";"N";"C";"F";0;NA;2019
"00000812910101000000";"0201";0;411247,27;441918,06;30670,79;0;0;"LOA 2019 - PRECATORIOS INCLUIDOS";"S";7;"F";"N";"C";"F";0;NA;2019
"00000812910101010000";"0201";0;220237,24;224042,36;3805,12;0;0;"MILTON SIMON PREC169580 LOA2019 POSICAO 1";"A";8;"F";"S";"C";"F";0;NA;2019
"00000812910101020000";"0201";0;7650,14;8240,51;590,37;0;0;"ANTONIO LUIZ LIMBERGER PREC170418 LOA2019 POSICAO 2";"A";8;"F";"S";"C";"F";0;NA;2019
"00000812910101030000";"0201";0;8498,18;9534,71;1036,53;0;0;"CRISTIANO DOS SANTOS PRECATORIO171449 LOA2019 POSICAO 3";"A";8;"F";"S";"C";"F";0;NA;2019
"00000812910101040000";"0201";0;30691,14;43448,49;12757,35;0;0;"ALBERI DICKEL PREC172704 LOA2019 POSICAO 4";"A";8;"F";"S";"C";"F";0;NA;2019
"00000812910101050000";"0201";0;144170,57;156651,99;12481,42;0;0;"BINICHESKI E VARGAS ADV. ASSOC. PREC173301 LOA2019 POSICAO 5";"A";8;"F";"S";"C";"F";0;NA;2019
"00000812910102000000";"0201";0;0;0;185751,18;0;185751,18;"LOA 2020 - PRECATORIOS INCLUIDOS";"S";7;"F";"N";"C";"F";0;NA;2019
"00000812910102010000";"0201";0;0;0;23498,79;0;23498,79;"OLGA LENZ TJRS CNJ00061058120158210074 PRECATORIO182482 POSICAO 1";"A";8;"F";"S";"C";"F";0;NA;2019
"00000812910102020000";"0201";0;0;0;22048,77;0;22048,77;"ROSANE DE MELLO BERTI TJRS CNJ00061066620158210074 PRECATORIO 182483 POSICAO 2";"A";8;"F";"S";"C";"F";0;NA;2019
"00000812910102030000";"0201";0;0;0;23498,79;0;23498,79;"TANIA JACI DA MOTA DE SIQUEIRA TJRS CNJ00061075120158210074 PRECATORIO183846 POSICAO 3";"A";8;"F";"S";"C";"F";0;NA;2019
"00000812910102040000";"0201";0;0;0;116704,83;0;116704,83;"DIVA DE MATTOS LUNDIN E OUTROS (EURICO LUNDIN) TJRS 074/1.05.0000976-8 PRECATORIO 188158 POSICAO 4";"A";8;"F";"S";"C";"F";0;NA;2019
"00000812910200000000";"0201";0;45965,76;231716,94;185751,18;0;0;"BENEFICIARIOS DE SENTENCAS JUDICIAIS AINDA NAO INCLUIDAS NO ORCAMENTO";"S";6;"F";"N";"C";"F";0;NA;2019
"00000812910211000000";"0201";0;22982,88;46481,67;23498,79;0;0;"TANIA JACI DA MOTA DE SIQUEIRA TJRS CNJ00061075120158210074";"A";7;"F";"S";"C";"F";0;NA;2019
"00000812910212000000";"0201";0;22982,88;46481,67;23498,79;0;0;"OLGA LENZ TJRS CNJ00061058120158210074";"A";7;"F";"S";"C";"F";0;NA;2019
"00000812910213000000";"0201";0;0;116704,83;116704,83;0;0;"DIVA DE MATTOS LUNDIN E OUTROS (EURICO LUNDIN) TJRS 074/1.05.0000976-8 PRECATORIO 188158";"A";7;"F";"S";"C";"F";0;NA;2019
"00000812910214000000";"0201";0;0;22048,77;22048,77;0;0;"TJRS CNJ00061066620158210074 ROSANE DE MELLO BERTI PRECATORIO 182483";"A";7;"F";"S";"C";"F";0;NA;2019
"00000820000000000000";"0201";0;21924970,78;135389626,02;168044566,28;0;54579911,04;"EXECUCAO DA ADMINISTRACAO FINANCEIRA";"S";2;"F";"N";"C";"F";0;NA;2019
"00000821000000000000";"0201";0;21924970,78;135389626,02;168044566,28;0;54579911,04;"EXECUCAO DAS DISPONIBILIDADES POR DESTINACAO";"S";3;"F";"N";"C";"F";0;NA;2019
"00000821100000000000";"0201";0;21924970,78;135389626,02;168044566,28;0;54579911,04;"EXECUCAO DA DISPONIBILIDADE DE RECURSOS";"S";4;"F";"N";"C";"F";0;NA;2019
"00000821110000000000";"0201";0;21316414,46;35805896,01;39175028,46;0;24685546,91;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS";"S";5;"F";"N";"C";"F";1;NA;2019
"00000821110100010000";"0201";0;1195797,76;15592933,14;14676915,01;0;279779,63;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - LIVRE";"A";8;"F";"S";"C";"F";1;NA;2019
"00000821110100200000";"0201";0;0;2672334,16;2672334,16;0;0;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - MDE";"A";8;"F";"S";"C";"F";20;NA;2019
"00000821110100310000";"0201";0;110,9;6348621,83;6467868,2;0;119357,27;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - FUNDEB";"A";8;"F";"S";"C";"F";31;NA;2019
"00000821110100400000";"0201";0;0;4871479;4871479;0;0;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - ASPS";"A";8;"F";"S";"C";"F";40;NA;2019
"00000821110100500000";"1201";0;19813836,96;2911337,3;6827536,13;0;23730035,79;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - RPPS";"A";8;"F";"S";"C";"F";50;NA;2019
"00000821110110010000";"0201";0;0;35642,88;35642,88;0;0;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - PNAE FUNDAMENTAL FF";"A";8;"F";"S";"C";"F";1001;NA;2019
"00000821110110050000";"0201";0;17146,97;2050;9430,96;0;24527,93;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - TAXAS E MULTAS AMBIENTAIS - LEI 2378/12";"A";8;"F";"S";"C";"F";1005;NA;2019
"00000821110110080000";"0201";0;0;0;420250,83;0;420250,83;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - CESSAO ONEROSA - PRE-SAL - LEI N. 13885/2019";"A";8;"F";"S";"C";"F";1008;NA;2019
"00000821110110130000";"0201";0;0;534,31;534,31;0;0;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - BRASIL CARINHOSO FF";"A";8;"F";"S";"C";"F";1013;NA;2019
"00000821110110140000";"0201";0;0;255680,81;255680,81;0;0;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - Q/SE - QUOTA SALARIO EDUCACAO FF";"A";8;"F";"S";"C";"F";1014;NA;2019
"00000821110110160000";"0201";0;0;44134,82;44134,82;0;0;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - PNATE FF";"A";8;"F";"S";"C";"F";1016;NA;2019
"00000821110110170000";"0201";0;0;382658,88;382658,88;0;0;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - CONVENIO TRANSPORTE ESCOLAR FE";"A";8;"F";"S";"C";"F";1017;NA;2019
"00000821110110180000";"0201";0;0;9508,05;9508,05;0;0;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - CIDE FF";"A";8;"F";"S";"C";"F";1018;NA;2019
"00000821110110210000";"0201";0;22971,32;71790,6;115485,73;0;66666,45;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - PSB - SCFV FF";"A";8;"F";"S";"C";"F";1021;NA;2019
"00000821110110220000";"0201";25763,35;0;0;51873,71;0;26110,36;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - REFORMA E AMPLIACAO DA QUADRA DA PRACA JOAO SAFFI";"A";8;"F";"S";"C";"F";1022;NA;2019
"00000821110110310000";"0201";0;0;23240,07;23240,07;0;0;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - PNAE CRECHE FF";"A";8;"F";"S";"C";"F";1031;NA;2019
"00000821110110330000";"0201";0;0;14528,29;14528,29;0;0;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - PNAE PRE-ESCOLA FF";"A";8;"F";"S";"C";"F";1033;NA;2019
"00000821110110360000";"0201";0;0;420;420;0;0;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - PDDE/FNDE FF";"A";8;"F";"S";"C";"F";1036;NA;2019
"00000821110110380000";"0201";0;14856,34;33720,9;18864,56;0;0;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - IGD-BF FF";"A";8;"F";"S";"C";"F";1038;NA;2019
"00000821110110500000";"0201";0;7082,69;11916;16429,22;0;11595,91;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - IR DOACAO";"A";8;"F";"S";"C";"F";1050;NA;2019
"00000821110110590000";"0201";0;0;1792;1792;0;0;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - PNAE EJA FF";"A";8;"F";"S";"C";"F";1059;NA;2019
"00000821110110640000";"0201";0;0;97863,72;97863,72;0;0;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - PSB - PAIF FF";"A";8;"F";"S";"C";"F";1064;NA;2019
"00000821110110670000";"0201";0;6018,83;6831,88;6000,37;0;5187,32;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - IGD-SUAS FF";"A";8;"F";"S";"C";"F";1067;NA;2019
"00000821110110700000";"0201";0;0;0;11515,55;0;11515,55;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - PNAE MAIS EDUCACAO FF";"A";8;"F";"S";"C";"F";1070;NA;2019
"00000821110110710000";"0201";0;0;954;954;0;0;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - PNAE AEE";"A";8;"F";"S";"C";"F";1071;NA;2019
"00000821110111030000";"0201";0;0;8031,58;8031,58;0;0;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - OASF/FEAS FE";"A";8;"F";"S";"C";"F";1103;NA;2019
"00000821110111140000";"0201";0;0;183,39;183,39;0;0;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - MULTA DE TRANSITO FE";"A";8;"F";"S";"C";"F";1114;NA;2019
"00000821110112000000";"0201";91367,71;0;0;124540,12;0;33172,41;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - PAVIMENTACAO CONVENIO 829118 MIN CIDADES";"A";7;"F";"S";"C";"F";1200;NA;2019
"00000821110112030000";"0201";0;0;204345,59;49506,59;154839;0;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - PAV. URB. SICONV CONVENIO 847175/17";"A";8;"F";"S";"C";"F";1203;NA;2019
"00000821110112060000";"0201";0;0;189425;210162,41;0;20737,41;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - PATRULHA AGRICOLA PROP045635/2018SICONV";"A";8;"F";"S";"C";"F";1206;NA;2019
"00000821110112070000";"0201";0;0;167425;174438,93;0;7013,93;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - PATRULHA AGRICOLA PROP054169/2018SICONV";"A";8;"F";"S";"C";"F";1207;NA;2019
"00000821110140110000";"0201";0;0;133049,96;133049,96;0;0;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - ATENCAO BASICA PIES FE";"A";8;"F";"S";"C";"F";4011;NA;2019
"00000821110140500000";"0201";0;457,34;39975,72;66116,83;0;26598,45;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - FARMACIA BASICA FE";"A";8;"F";"S";"C";"F";4050;NA;2019
"00000821110140900000";"0201";0;0;111171,28;111171,28;0;0;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - PSF FE";"A";8;"F";"S";"C";"F";4090;NA;2019
"00000821110141110000";"0201";0;1334,83;1366,49;31,66;0;0;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - CEO/LRDP FE";"A";8;"F";"S";"C";"F";4111;NA;2019
"00000821110141600000";"0201";0;0;20039,51;20039,51;0;0;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - PIM FE";"A";8;"F";"S";"C";"F";4160;NA;2019
"00000821110141900000";"0201";0;0;4089,95;4089,95;0;0;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - VISA FE";"A";8;"F";"S";"C";"F";4190;NA;2019
"00000821110143000000";"0201";0;0;0;2869,7;0;2869,7;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - Nota Fiscal Gaucha FE";"A";7;"F";"S";"C";"F";4300;NA;2019
"00000821110143030000";"0201";0;46502,31;48980,9;2484,16;0;5,57;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - CONSTRUCAO DE UBS/PSF FE";"A";8;"F";"S";"C";"F";4303;NA;2019
"00000821110145000000";"0201";0;0;820528,56;834845,16;0;14316,6;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - ATENCAO BASICA FF";"A";7;"F";"S";"C";"F";4500;NA;2019
"00000821110145010000";"0201";0;0;9365,96;9365,96;0;0;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - MAC FF - MEDIA E ALTA COMPLEXIDADE FF";"A";8;"F";"S";"C";"F";4501;NA;2019
"00000821110145020000";"0201";0;0;81767,41;81767,41;0;0;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - VISA FF";"A";8;"F";"S";"C";"F";4502;NA;2019
"00000821110145030000";"0201";0;24017,12;53831,79;38964,79;0;9150,12;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - ASSISTENCIA FARMACEUTICA FF";"A";8;"F";"S";"C";"F";4503;NA;2019
"00000821110145040000";"0201";0;11000;11000;0;0;0;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - GESTAO DO SUS FF";"A";8;"F";"S";"C";"F";4504;NA;2019
"00000821110145050000";"0201";0;29128,43;3450;595,63;0;26274,06;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - INVESTIMENTOS NA REDE DE SERVICOS DE SAUDE";"A";8;"F";"S";"C";"F";4505;NA;2019
"00000821110145200000";"0201";0;102584,76;143426,29;43005,43;0;2163,9;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - ESF/BUCAL/PACS FF";"A";8;"F";"S";"C";"F";4520;NA;2019
"00000821110147100000";"0201";0;15670,72;18787,98;3117,26;0;0;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - LIMITE FINANCEIRO VISA FF";"A";8;"F";"S";"C";"F";4710;NA;2019
"00000821110147200000";"0201";0;7964,36;7964,36;0;0;0;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - FORTALECIMENTO DA GESTAO DA VISA (VIGISUS II)";"A";8;"F";"S";"C";"F";4720;NA;2019
"00000821110147600000";"0201";0;9061,06;9299,33;238,27;0;0;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - VIGILANCIA SANITARIA GERENCIAMENTO DE RISCOS FF";"A";8;"F";"S";"C";"F";4760;NA;2019
"00000821110149310000";"0201";0;105189,79;105453,23;3315,09;0;3051,65;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - AQUISICAO DE EQUIPAMENTOS E MATERIAL PERMANENTE FF";"A";8;"F";"S";"C";"F";4931;NA;2019
"00000821110149350000";"0201";0;403,46;403,46;0;0;0;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - CONSTRUCAO OU AMPLIACAO DE UBS FF";"A";8;"F";"S";"C";"F";4935;NA;2019
"00000821110149360000";"0201";0;2409,57;2433,4;23,83;0;0;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - AQUISICAO DE VEICULOS";"A";8;"F";"S";"C";"F";4936;NA;2019
"00000821110180010000";"0201";0;0;220127,23;220132,3;0;5,07;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - RETENCOES E OUTROS EXTRAORCAMENTARIOS";"A";8;"F";"S";"C";"F";8001;NA;2019
"00000821120000000000";"0201";0;375875,69;27879793,08;28187859,52;0;683942,13;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS COMPROMETIDA POR EMPENHO";"S";5;"F";"N";"C";"F";0;NA;2019
"00000821120001000000";"0201";0;41226;11939237,62;12070024,5;0;172012,88;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - LIVRE";"A";7;"F";"S";"C";"F";0;NA;2019
"00000821120020000000";"0201";0;63339,95;2725208,6;2661868,65;0;0;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - MDE";"A";7;"F";"S";"C";"F";0;NA;2019
"00000821120031000000";"0201";0;40203,03;2785339,77;2745136,74;0;0;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - FUNDEB";"A";7;"F";"S";"C";"F";0;NA;2019
"00000821120040000000";"0201";0;1477,21;4700031,21;4896496,82;0;197942,82;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - ASPS";"A";7;"F";"S";"C";"F";0;NA;2019
"00000821120050000000";"1201";0;0;2620529,26;2625129,26;0;4600;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - RPPS";"A";7;"F";"S";"C";"F";0;NA;2019
"00000821120112060000";"0201";0;0;178915;189615;0;10700;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - PATRULHA AGRICOLA PROP045635/2018SICONV";"A";8;"F";"S";"C";"F";0;NA;2019
"00000821120112070000";"0201";0;0;131365;168615;0;37250;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - PATRULHA AGRICOLA PROP054169/2018SICONV";"A";8;"F";"S";"C";"F";0;NA;2019
"00000821120145040000";"0201";0;0;11000;11000;0;0;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - GESTAO DO SUS FF";"A";8;"F";"S";"C";"F";0;NA;2019
"00000821120145050000";"0201";0;0;3450;3450;0;0;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - INVESTIMENTOS NA REDE DE SERVICOS DE SAUDE";"A";8;"F";"S";"C";"F";0;NA;2019
"00000821120149360000";"0201";0;0;2433,4;2433,4;0;0;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - AQUISICAO DE VEICULOS";"A";8;"F";"S";"C";"F";0;NA;2019
"00000821121001000000";"0201";0;0;35704,76;35704,76;0;0;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - PNAE FUNDAMENTAL FF";"A";7;"F";"S";"C";"F";0;NA;2019
"00000821121005000000";"0201";0;0;2050;2050;0;0;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - TAXAS E MULTAS AMBIENTAIS - LEI 2378/12";"A";7;"F";"S";"C";"F";0;NA;2019
"00000821121013000000";"0201";0;0;534,31;534,31;0;0;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - BRASIL CARINHOSO FF";"A";7;"F";"S";"C";"F";0;NA;2019
"00000821121014000000";"0201";0;0;261680,81;261680,81;0;0;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - Q/SE - QUOTA SALARIO EDUCACAO FF";"A";7;"F";"S";"C";"F";0;NA;2019
"00000821121016000000";"0201";0;0;44134,82;44134,82;0;0;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - PNATE FF";"A";7;"F";"S";"C";"F";0;NA;2019
"00000821121017000000";"0201";0;0;350441;350441;0;0;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - CONVENIO TRANSPORTE ESCOLAR FE";"A";7;"F";"S";"C";"F";0;NA;2019
"00000821121018000000";"0201";0;0;9508,05;9508,05;0;0;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - CIDE FF";"A";7;"F";"S";"C";"F";0;NA;2019
"00000821121021000000";"0201";0;0;73424,7;73424,7;0;0;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - PSB - SCFV FF";"A";7;"F";"S";"C";"F";0;NA;2019
"00000821121022000000";"0201";0;93133,09;73362,99;10424,17;0;30194,27;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - REFORMA E AMPLIACAO DA QUADRA DA PRACA JOAO SAFFI";"A";7;"F";"S";"C";"F";0;NA;2019
"00000821121031000000";"0201";0;0;23748,83;23748,83;0;0;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - PNAE CRECHE FF";"A";7;"F";"S";"C";"F";0;NA;2019
"00000821121033000000";"0201";0;0;14584,14;14584,14;0;0;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - PNAE PRE-ESCOLA FF";"A";7;"F";"S";"C";"F";0;NA;2019
"00000821121036000000";"0201";0;0;420;420;0;0;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - PDDE/FNDE FF";"A";7;"F";"S";"C";"F";0;NA;2019
"00000821121038000000";"0201";0;0;33720,9;33720,9;0;0;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - IGD-BF FF";"A";7;"F";"S";"C";"F";0;NA;2019
"00000821121050000000";"0201";0;0;23832;23832;0;0;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - IR DOACAO";"A";7;"F";"S";"C";"F";0;NA;2019
"00000821121059000000";"0201";0;0;1792;1792;0;0;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - PNAE EJA FF";"A";7;"F";"S";"C";"F";0;NA;2019
"00000821121064000000";"0201";0;0;97863,72;97863,72;0;0;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - PSB - PAIF FF";"A";7;"F";"S";"C";"F";0;NA;2019
"00000821121067000000";"0201";0;0;6831,88;6831,88;0;0;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - IGD-SUAS FF";"A";7;"F";"S";"C";"F";0;NA;2019
"00000821121071000000";"0201";0;0;954;954;0;0;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - PNAE AEE";"A";7;"F";"S";"C";"F";0;NA;2019
"00000821121103000000";"0201";0;0;8031,58;8031,58;0;0;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - OASF/FEAS FE";"A";7;"F";"S";"C";"F";0;NA;2019
"00000821121114000000";"0201";0;0;183,39;183,39;0;0;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - MULTA DE TRANSITO FE";"A";7;"F";"S";"C";"F";0;NA;2019
"00000821121200000000";"0201";0;113843,41;113843,41;0;0;0;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - PAVIMENTACAO CONVENIO 829118 MIN CIDADES";"A";6;"F";"S";"C";"F";0;NA;2019
"00000821121203000000";"0201";0;0;0;204345,59;0;204345,59;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS COMPROMETIDA POR EMPENHO - PAV. URB. SICONV CONVENIO 8471";"A";7;"F";"S";"C";"F";0;NA;2019
"00000821124011000000";"0201";0;0;132869,96;132869,96;0;0;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - ATENCAO BASICA PIES FE";"A";7;"F";"S";"C";"F";0;NA;2019
"00000821124050000000";"0201";0;0;39975,72;39975,72;0;0;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - FARMACIA BASICA FE";"A";7;"F";"S";"C";"F";0;NA;2019
"00000821124090000000";"0201";0;0;111171,28;111171,28;0;0;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - PSF FE";"A";7;"F";"S";"C";"F";0;NA;2019
"00000821124111000000";"0201";0;0;1366,49;1366,49;0;0;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - CEO/LRDP FE";"A";7;"F";"S";"C";"F";0;NA;2019
"00000821124160000000";"0201";0;0;20039,51;20039,51;0;0;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - PIM FE";"A";7;"F";"S";"C";"F";0;NA;2019
